time_sec,signal
4.02,-0.1341
4.03,-0.1286
4.04,-0.1225
4.05,-0.1156
4.06,-0.108
4.07,-0.0999
4.08,-0.0912
4.09,-0.082
4.1,-0.0723
4.11,-0.0622
4.12,-0.0517
4.13,-0.0409
4.14,-0.03
4.15,0.9812
4.16,-0.0075
4.17,0.0038
4.18,0.0151
4.19,0.0263
4.2,0.0373
4.21,0.0481
4.22,0.0587
4.23,0.0689
4.24,0.0788
4.25,0.0882
4.26,0.0971
4.27,0.1054
4.28,0.1131
4.29,0.1202
4.3,0.1266
4.31,0.1323
4.32,0.1373
4.33,0.1414
4.34,0.1448
4.35,0.1473
4.36,0.149
4.37,0.1499
4.38,0.1499
4.39,0.149
4.4,0.1473
4.41,0.1448
4.42,0.1414
4.43,0.1373
4.44,0.1323
4.45,0.1266
4.46,0.1202
4.47,0.1131
4.48,0.1054
4.49,0.0971
4.5,0.0882
4.51,0.0788
4.52,0.0689
4.53,0.0587
4.54,0.0481
4.55,0.0373
4.56,0.0263
4.57,0.0151
4.58,0.0038
4.59,-0.0075
4.6,-0.0188
4.61,-0.03
4.62,-0.0409
4.63,-0.0517
4.64,-0.0622
4.65,-0.0723
4.66,-0.082
4.67,-0.0912
4.68,-0.0999
4.69,-0.108
4.7,-0.1156
4.71,-0.1225
4.72,-0.1286
4.73,-0.1341
4.74,-0.1388
4.75,-0.1427
4.76,-0.1457
4.77,-0.148
4.78,-0.1494
4.79,-0.15
4.8,-0.1497
4.81,-0.1486
4.82,-0.1466
4.83,-0.1438
4.84,-0.1401
4.85,-0.1357
4.86,-0.1305
4.87,-0.1246
4.88,-0.1179
4.89,-0.1106
4.9,-0.1027
4.91,-0.0942
4.92,-0.0851
4.93,-0.0755
4.94,-0.0656
4.95,-0.0552
4.96,-0.0446
4.97,-0.0336
4.98,0.9775
4.99,-0.0113
