time_sec,signal
1.63,-0.2662
1.64,-0.2771
1.65,0.1655
1.66,1.2422
1.67,0.1055
1.68,-0.112
1.69,0.2537
1.7,-0.0732
1.71,0.1059
1.72,0.195
1.73,0.2752
1.74,0.3176
1.75,0.192
1.76,0.0752
1.77,0.0226
1.78,0.2467
1.79,-0.0502
1.8,0.2609
1.81,-0.0701
1.82,0.3145
1.83,0.1461
1.84,-0.0953
1.85,-0.0284
1.86,0.0111
1.87,0.3316
1.88,0.0198
1.89,0.2444
1.9,0.388
1.91,0.1124
1.92,-0.0911
1.93,0.3637
1.94,0.2029
1.95,0.3355
1.96,-0.0588
1.97,-0.1059
1.98,0.086
1.99,-0.1266
2.0,0.2756
2.01,0.1168
2.02,0.2023
2.03,0.173
2.04,-0.0344
2.05,0.2265
2.06,0.0775
2.07,0.1948
2.08,0.0618
2.09,0.2131
2.1,-0.1838
2.11,0.0241
2.12,0.0652
2.13,-0.0612
2.14,-0.0834
2.15,-0.1104
2.16,-0.1802
2.17,0.0252
2.18,-0.2511
2.19,-0.2523
2.2,-0.3137
2.21,-0.0207
2.22,0.0461
2.23,0.0084
2.24,-0.3247
2.25,-0.1419
2.26,-0.0441
2.27,-0.2237
2.28,-0.0065
2.29,-0.3231
2.3,-0.2128
2.31,-0.0886
2.32,0.0435
2.33,-0.1964
2.34,-0.3437
2.35,-0.0836
2.36,-0.3537
2.37,-0.3479
2.38,-0.316
2.39,-0.2107
2.4,-0.1423
2.41,-0.1489
2.42,-0.3293
2.43,-0.1898
2.44,-0.2741
2.45,0.1616
2.46,0.2039
2.47,-0.1402
2.48,0.071
2.49,1.0131
2.5,-0.0496
2.51,-0.1856
2.52,0.2261
2.53,0.0991
2.54,0.0044
2.55,0.2558
2.56,-0.0278
2.57,0.1628
2.58,-0.0541
2.59,0.3384
2.6,0.3141
2.61,-0.0507
2.62,0.2761
2.63,0.1971
2.64,-0.0479
2.65,0.2751
2.66,0.1382
2.67,0.3644
2.68,0.1934
2.69,0.3178
2.7,0.2043
2.71,0.1105
2.72,0.3123
2.73,0.1751
2.74,0.3329
2.75,-0.0338
2.76,0.2514
2.77,0.1341
2.78,0.2096
2.79,-0.0606
2.8,0.0876
2.81,0.3232
2.82,-0.0611
2.83,0.0533
2.84,-0.1542
2.85,0.0364
2.86,0.1488
2.87,0.1898
2.88,0.14
2.89,0.0663
2.9,0.1833
2.91,0.1675
2.92,0.1848
2.93,-0.1719
2.94,0.1277
2.95,-0.0826
2.96,-0.0689
2.97,-0.0954
2.98,-0.2745
2.99,-0.1787
3.0,0.1229
3.01,-0.0441
3.02,-0.1403
3.03,0.0446
3.04,-0.0188
3.05,-0.3353
3.06,-0.1046
3.07,-0.2033
3.08,-0.1772
3.09,-0.0458
3.1,0.0639
3.11,-0.0081
3.12,-0.2665
3.13,-0.2687
3.14,0.0278
3.15,-0.2226
3.16,0.0173
3.17,-0.3786
3.18,-0.251
3.19,0.1027
3.2,0.0805
3.21,-0.0589
3.22,0.0793
3.23,-0.0392
3.24,-0.0355
3.25,-0.0179
3.26,-0.2192
3.27,-0.2126
3.28,-0.0298
3.29,0.1143
3.3,-0.0756
3.31,0.2169
3.32,1.076
3.33,-0.011
3.34,-0.0725
3.35,0.0324
3.36,-0.0872
3.37,0.1452
3.38,0.2115
3.39,0.2658
3.4,0.0347
3.41,-0.0275
3.42,-0.0858
3.43,-0.0402
3.44,0.1079
3.45,-0.0329
3.46,0.2119
3.47,0.2315
3.48,0.0091
3.49,0.1404
3.5,-0.0153
3.51,0.1713
3.52,0.018
3.53,-0.0974
3.54,0.2855
3.55,0.3663
3.56,-0.004
3.57,0.3091
3.58,0.0877
3.59,-0.099
3.6,-0.016
3.61,0.1157
3.62,0.1279
3.63,0.2869
3.64,0.2273
3.65,0.0936
3.66,0.018
3.67,0.0044
3.68,0.0029
3.69,0.1577
3.7,0.2587
3.71,0.1513
3.72,0.0699
3.73,0.0702
3.74,-0.2212
3.75,-0.1107
3.76,-0.0555
3.77,-0.004
3.78,-0.2699
3.79,-0.0256
3.8,-0.0181
3.81,-0.2561
3.82,-0.3158
3.83,-0.1988
3.84,-0.173
3.85,-0.0838
3.86,-0.3579
3.87,-0.0283
3.88,0.0261
3.89,0.0797
3.9,-0.2328
3.91,0.0937
3.92,-0.1844
3.93,-0.0393
3.94,-0.3377
3.95,-0.2042
3.96,-0.0534
3.97,-0.3397
3.98,0.0224
3.99,0.0633
4.0,-0.0563
4.01,-0.1665
4.02,-0.2025
4.03,-0.0519
4.04,0.0933
4.05,0.0257
4.06,-0.1542
4.07,0.0509
4.08,-0.077
4.09,0.0845
4.1,-0.163
4.11,-0.0568
4.12,0.0545
4.13,0.2021
4.14,0.2042
4.15,1.1745
4.16,-0.0991
4.17,-0.0105
4.18,0.0841
4.19,0.168
4.2,0.2058
4.21,0.142
4.22,-0.1592
4.23,0.1538
4.24,0.3133
4.25,0.2724
4.26,0.3309
4.27,0.2368
4.28,0.2302
4.29,0.3183
4.3,-0.0588
4.31,0.1238
4.32,0.2071
4.33,0.1354
4.34,0.3256
4.35,0.2769
4.36,0.3592
4.37,0.1994
4.38,0.1579
4.39,0.0631
4.4,0.0148
4.41,0.3068
4.42,-0.0997
4.43,0.1996
4.44,0.1739
4.45,-0.0288
4.46,0.3237
4.47,-0.1357
4.48,-0.1177
4.49,0.2474
4.5,0.1347
4.51,0.191
4.52,-0.0642
4.53,0.0554
4.54,0.2617
4.55,-0.0196
4.56,0.186
4.57,0.2556
4.58,0.1064
4.59,0.0602
4.6,-0.1771
4.61,-0.0646
4.62,0.1712
4.63,0.0845
4.64,0.1152
4.65,-0.1357
4.66,-0.3162
4.67,-0.2642
4.68,-0.2406
4.69,0.1025
4.7,-0.0741
4.71,-0.3196
4.72,-0.0143
4.73,-0.3368
4.74,-0.0834
4.75,-0.3662
4.76,-0.0429
4.77,-0.0689
4.78,0.0756
4.79,-0.1948
4.8,-0.0531
4.81,0.001
4.82,-0.0389
4.83,-0.1856
4.84,-0.0179
4.85,0.0393
4.86,-0.1887
4.87,-0.1524
4.88,-0.1241
4.89,-0.15
4.9,-0.1887
4.91,0.0409
4.92,-0.2774
4.93,-0.0468
4.94,-0.0274
4.95,-0.198
4.96,-0.2232
4.97,0.0608
4.98,0.9889
4.99,0.0917
