time_sec,signal
3.15,-0.0188
3.16,-0.0263
3.17,-0.0336
3.18,-0.0409
3.19,-0.0481
3.2,-0.0552
3.21,-0.0622
3.22,-0.0689
3.23,-0.0755
3.24,-0.082
3.25,-0.0882
3.26,-0.0942
3.27,-0.0999
3.28,-0.1054
3.29,-0.1106
3.3,-0.1156
3.31,-0.1202
3.32,-0.1246
3.33,-0.1286
3.34,-0.1323
3.35,-0.1357
3.36,-0.1388
3.37,-0.1414
3.38,-0.1438
3.39,-0.1457
3.4,-0.1473
3.41,-0.1486
3.42,-0.1494
3.43,-0.1499
3.44,-0.15
3.45,-0.1497
3.46,-0.149
3.47,-0.148
3.48,-0.1466
3.49,-0.1448
3.5,-0.1427
3.51,-0.1401
3.52,-0.1373
3.53,-0.1341
3.54,-0.1305
3.55,-0.1266
3.56,-0.1225
3.57,-0.1179
3.58,-0.1131
3.59,-0.108
3.6,-0.1027
3.61,-0.0971
3.62,-0.0912
3.63,-0.0851
3.64,-0.0788
3.65,-0.0723
3.66,-0.0656
3.67,-0.0587
3.68,-0.0517
3.69,-0.0446
3.7,-0.0373
3.71,-0.03
3.72,-0.0225
3.73,-0.0151
3.74,-0.0075
3.75,1.0
3.76,0.0075
3.77,0.0151
3.78,0.0225
3.79,0.03
3.8,0.0373
3.81,0.0446
3.82,0.0517
3.83,0.0587
3.84,0.0656
3.85,0.0723
3.86,0.0788
3.87,0.0851
3.88,0.0912
3.89,0.0971
3.9,0.1027
3.91,0.108
3.92,0.1131
3.93,0.1179
3.94,0.1225
3.95,0.1266
3.96,0.1305
3.97,0.1341
3.98,0.1373
3.99,0.1401
4.0,0.1427
4.01,0.1448
4.02,0.1466
4.03,0.148
4.04,0.149
4.05,0.1497
4.06,0.15
4.07,0.1499
4.08,0.1494
4.09,0.1486
4.1,0.1473
4.11,0.1457
4.12,0.1438
4.13,0.1414
4.14,0.1388
4.15,0.1357
4.16,0.1323
4.17,0.1286
4.18,0.1246
4.19,0.1202
4.2,0.1156
4.21,0.1106
4.22,0.1054
4.23,0.0999
4.24,0.0942
4.25,0.0882
4.26,0.082
4.27,0.0755
4.28,0.0689
4.29,0.0622
4.3,0.0552
4.31,0.0481
4.32,0.0409
4.33,0.0336
4.34,0.0263
4.35,0.0188
4.36,0.0113
4.37,0.0038
4.38,-0.0038
4.39,-0.0113
4.4,-0.0188
4.41,-0.0263
4.42,-0.0336
4.43,-0.0409
4.44,-0.0481
4.45,-0.0552
4.46,-0.0622
4.47,-0.0689
4.48,-0.0755
4.49,-0.082
4.5,-0.0882
4.51,-0.0942
4.52,-0.0999
4.53,-0.1054
4.54,-0.1106
4.55,-0.1156
4.56,-0.1202
4.57,-0.1246
4.58,-0.1286
4.59,-0.1323
4.6,-0.1357
4.61,-0.1388
4.62,-0.1414
4.63,-0.1438
4.64,-0.1457
4.65,-0.1473
4.66,-0.1486
4.67,-0.1494
4.68,-0.1499
4.69,-0.15
4.7,-0.1497
4.71,-0.149
4.72,-0.148
4.73,-0.1466
4.74,-0.1448
4.75,-0.1427
4.76,-0.1401
4.77,-0.1373
4.78,-0.1341
4.79,-0.1305
4.8,-0.1266
4.81,-0.1225
4.82,-0.1179
4.83,-0.1131
4.84,-0.108
4.85,-0.1027
4.86,-0.0971
4.87,-0.0912
4.88,-0.0851
4.89,-0.0788
4.9,-0.0723
4.91,-0.0656
4.92,-0.0587
4.93,-0.0517
4.94,-0.0446
4.95,-0.0373
4.96,-0.03
4.97,-0.0225
4.98,-0.0151
4.99,-0.0075
