time_sec,signal
3.22,-0.0988
3.23,0.0539
3.24,0.0465
3.25,-0.003
3.26,-0.0911
3.27,0.0069
3.28,-0.0628
3.29,-0.1569
3.3,-0.187
3.31,0.0071
3.32,-0.188
3.33,-0.2137
3.34,-0.2695
3.35,-0.2883
3.36,-0.071
3.37,-0.263
3.38,-0.1533
3.39,-0.089
3.4,-0.1472
3.41,-0.191
3.42,-0.2432
3.43,0.0067
3.44,-0.0362
3.45,-0.0164
3.46,-0.0315
3.47,-0.011
3.48,0.8744
3.49,-0.0561
3.5,0.0919
3.51,-0.1287
3.52,0.1023
3.53,0.0809
3.54,0.0138
3.55,-0.038
3.56,0.1438
3.57,0.1329
3.58,-0.0693
3.59,0.0387
3.6,0.0996
3.61,0.0271
3.62,0.2315
3.63,-0.0049
3.64,0.2263
3.65,0.1999
3.66,0.1369
3.67,0.1582
3.68,0.1824
3.69,0.199
3.7,0.0694
3.71,0.0586
3.72,0.0711
3.73,0.136
3.74,0.1393
3.75,-0.011
3.76,0.0349
3.77,0.2019
3.78,0.0935
3.79,-0.0922
3.8,0.0977
3.81,-0.1136
3.82,0.143
3.83,0.0386
3.84,-0.09
3.85,-0.1552
3.86,-0.004
3.87,0.0512
3.88,-0.1985
3.89,-0.2468
3.9,0.0153
3.91,-0.0523
3.92,-0.1003
3.93,-0.1104
3.94,-0.099
3.95,-0.1891
3.96,-0.1583
3.97,-0.2916
3.98,-0.2275
3.99,0.0012
4.0,-0.1734
4.01,-0.0642
4.02,-0.1556
4.03,-0.1166
4.04,-0.1137
4.05,-0.2203
4.06,0.8676
4.07,-0.0943
4.08,0.0193
4.09,-0.0765
4.1,-0.1704
4.11,-0.112
4.12,0.1313
4.13,-0.084
4.14,0.0318
4.15,0.085
4.16,-0.0372
4.17,0.1577
4.18,0.1601
4.19,0.1247
4.2,-0.0261
4.21,-0.0046
4.22,0.0422
4.23,0.0207
4.24,0.2473
4.25,0.1373
4.26,0.1614
4.27,0.2271
4.28,0.1322
4.29,0.1932
4.3,0.2045
4.31,0.1568
4.32,-0.0158
4.33,0.2543
4.34,0.0699
4.35,0.221
4.36,-0.0651
4.37,0.0799
4.38,-0.0768
4.39,-0.0479
4.4,-0.0165
4.41,-0.1221
4.42,0.0963
4.43,0.0135
4.44,-0.0502
4.45,0.0576
4.46,-0.1403
4.47,-0.0374
4.48,-0.1383
4.49,-0.0191
4.5,-0.2531
4.51,-0.1925
4.52,-0.1243
4.53,-0.1182
4.54,-0.0619
4.55,-0.1924
4.56,-0.0932
4.57,-0.0497
4.58,-0.2741
4.59,-0.1524
4.6,-0.2736
4.61,-0.0429
4.62,0.019
4.63,-0.0476
4.64,0.8009
4.65,-0.0883
4.66,-0.1008
4.67,-0.0014
4.68,-0.1327
4.69,-0.1394
4.7,-0.1498
4.71,-0.0611
4.72,0.1593
4.73,0.1008
4.74,-0.0892
4.75,0.0829
4.76,0.1323
4.77,0.0455
4.78,0.0091
4.79,0.0033
4.8,0.0988
4.81,0.1124
4.82,0.1487
4.83,0.1427
4.84,0.219
4.85,0.2972
4.86,0.2825
4.87,0.1014
4.88,0.0071
4.89,0.1207
4.9,0.2036
4.91,0.226
4.92,0.0282
4.93,-0.0206
4.94,0.0075
4.95,0.021
4.96,0.1552
4.97,0.1179
4.98,-0.0617
4.99,0.0989
