time_sec,signal
3.05,-0.7071
3.06,0.3276
3.07,1.0893
3.08,0.31
3.09,-0.7378
3.1,-0.8145
3.11,-0.0037
3.12,0.9388
3.13,0.649
3.14,-0.2231
3.15,-1.0553
3.16,-0.6793
3.17,0.378
3.18,0.9408
3.19,0.4773
3.2,-0.4612
3.21,-1.0409
3.22,-0.3064
3.23,0.7015
3.24,0.946
3.25,-0.1863
3.26,-0.7407
3.27,-0.8735
3.28,0.1904
3.29,1.0599
3.3,0.3963
3.31,-0.2863
3.32,-1.0221
3.33,-0.2517
3.34,0.6798
3.35,0.7806
3.36,0.0287
3.37,-0.9842
3.38,-0.6719
3.39,0.2748
3.4,1.0189
3.41,0.819
3.42,-0.3328
3.43,-1.0979
3.44,-0.2828
3.45,0.6924
3.46,0.8898
3.47,0.2263
3.48,-0.9606
3.49,-0.707
3.5,-0.0051
3.51,0.8984
3.52,0.5832
3.53,-0.1138
3.54,-1.1524
3.55,-0.5396
3.56,0.5396
3.57,1.038
3.58,0.5053
3.59,-0.4975
3.6,-0.8739
3.61,-0.1459
3.62,0.736
3.63,1.0275
3.64,-0.1185
3.65,-1.0067
3.66,-0.6732
3.67,0.2926
3.68,0.8504
3.69,0.5316
3.7,-0.7032
3.71,-0.8546
3.72,-0.1578
3.73,0.7031
3.74,0.8922
3.75,0.175
3.76,-0.9791
3.77,-0.8363
3.78,0.2421
3.79,0.8729
3.8,0.4873
3.81,-0.3312
3.82,-0.9546
3.83,-0.3158
3.84,0.7753
3.85,0.8085
3.86,0.0791
3.87,-1.0189
3.88,-0.6478
3.89,0.0681
3.9,0.9805
3.91,0.7183
3.92,-0.5125
3.93,-0.9186
3.94,-0.3157
3.95,0.7488
3.96,0.8204
3.97,0.1284
3.98,-0.8
3.99,-0.8761
4.0,-0.1604
4.01,1.0216
4.02,0.8877
4.03,-0.3535
4.04,-0.8636
4.05,-0.7313
4.06,0.3106
4.07,1.1832
4.08,0.3047
4.09,-0.7395
4.1,-0.8098
4.11,-0.2273
4.12,0.9935
4.13,0.9306
4.14,-0.1916
4.15,-0.8694
4.16,-0.6158
4.17,0.5216
4.18,1.1111
4.19,0.4832
4.2,-0.4301
4.21,-0.8586
4.22,-0.05
4.23,0.6308
4.24,0.787
4.25,0.1555
4.26,-0.8363
4.27,-0.8085
4.28,0.2071
4.29,1.0912
4.3,0.7596
4.31,-0.447
4.32,-1.1405
4.33,-0.2802
4.34,0.5854
4.35,0.9798
4.36,0.1889
4.37,-0.658
4.38,-1.0149
4.39,0.0014
4.4,1.121
4.41,0.7185
4.42,-0.4464
4.43,-1.0566
4.44,-0.4946
4.45,0.776
4.46,1.0584
4.47,0.3372
4.48,-0.6017
4.49,-0.7694
4.5,-0.0723
4.51,0.7749
4.52,0.9296
4.53,-0.2301
4.54,-0.8789
4.55,-0.5372
4.56,0.3765
4.57,0.8061
4.58,0.1872
4.59,-0.7054
4.6,-0.7939
4.61,-0.2123
4.62,0.8451
4.63,0.6842
4.64,-0.2286
4.65,-1.1283
4.66,-0.8329
4.67,0.1876
4.68,0.8274
4.69,0.6083
4.7,-0.5576
4.71,-0.8947
4.72,-0.4467
4.73,0.6788
4.74,0.9618
4.75,-0.194
4.76,-0.9757
4.77,-0.9595
4.78,0.1773
4.79,1.1294
4.8,0.3986
4.81,-0.4872
4.82,-0.9541
4.83,-0.248
4.84,0.5543
4.85,1.0964
4.86,0.2438
4.87,-1.0094
4.88,-0.7992
4.89,0.2357
4.9,1.1462
4.91,0.6444
4.92,-0.192
4.93,-0.8487
4.94,-0.6715
4.95,0.5145
4.96,1.0439
4.97,0.1741
4.98,-0.8045
4.99,-0.8208
