time_sec,signal
3.15,-1.0524
3.16,-0.7052
3.17,0.0588
3.18,0.3178
3.19,0.4536
3.2,0.2965
3.21,-0.3661
3.22,-1.1972
3.23,-1.2292
3.24,-0.6474
3.25,0.1159
3.26,0.9197
3.27,1.1507
3.28,1.0443
3.29,0.3978
3.3,-0.0614
3.31,-0.4982
3.32,-0.594
3.33,0.2075
3.34,0.7554
3.35,1.3571
3.36,0.9676
3.37,0.3035
3.38,-0.3455
3.39,-0.8823
3.4,-1.3595
3.41,-0.9887
3.42,-0.0837
3.43,0.3456
3.44,0.5561
3.45,0.0929
3.46,-0.3716
3.47,-0.9302
3.48,-1.1189
3.49,-0.6428
3.5,-0.147
3.51,0.6729
3.52,1.3306
3.53,0.9398
3.54,0.313
3.55,-0.2943
3.56,-0.7697
3.57,-0.2635
3.58,0.2853
3.59,0.7423
3.6,1.1012
3.61,1.1111
3.62,0.5685
3.63,-0.4645
3.64,-0.8936
3.65,-1.1014
3.66,-0.6813
3.67,-0.0713
3.68,0.455
3.69,0.6261
3.7,0.3689
3.71,-0.5394
3.72,-1.1004
3.73,-1.1631
3.74,-0.6287
3.75,-0.1685
3.76,0.5933
3.77,1.1976
3.78,0.8931
3.79,0.6446
3.8,-0.32
3.81,-0.6
3.82,-0.3458
3.83,0.092
3.84,0.7913
3.85,1.3771
3.86,1.0882
3.87,0.4565
3.88,-0.6054
3.89,-1.0369
3.9,-1.1991
3.91,-0.7965
3.92,-0.1956
3.93,0.6259
3.94,0.769
3.95,0.2196
3.96,-0.5709
3.97,-1.0217
3.98,-1.0625
3.99,-0.8713
4.0,0.1896
4.01,0.815
4.02,1.276
4.03,0.9335
4.04,0.3323
4.05,-0.0831
4.06,-0.6759
4.07,-0.5016
4.08,0.295
4.09,0.6995
4.1,1.022
4.11,0.897
4.12,0.3744
4.13,-0.2364
4.14,-1.0885
4.15,-1.1195
4.16,-0.6372
4.17,-0.2914
4.18,0.4
4.19,0.5957
4.2,0.2705
4.21,-0.5624
4.22,-0.9876
4.23,-1.1605
4.24,-0.8115
4.25,0.1877
4.26,0.9362
4.27,1.2378
4.28,0.9206
4.29,0.5093
4.3,-0.3626
4.31,-0.7168
4.32,-0.3476
4.33,-0.0562
4.34,0.9489
4.35,0.9928
4.36,1.163
4.37,0.5344
4.38,-0.321
4.39,-0.9428
4.4,-1.3057
4.41,-0.6877
4.42,0.022
4.43,0.3699
4.44,0.6975
4.45,0.0165
4.46,-0.3673
4.47,-0.9991
4.48,-1.3844
4.49,-0.8425
4.5,-0.0328
4.51,0.9182
4.52,1.2474
4.53,1.1433
4.54,0.4782
4.55,-0.1843
4.56,-0.532
4.57,-0.4253
4.58,0.0395
4.59,0.7318
4.6,1.0283
4.61,1.1478
4.62,0.4948
4.63,-0.4499
4.64,-1.2403
4.65,-1.1009
4.66,-0.6809
4.67,-0.1761
4.68,0.5947
4.69,0.5286
4.7,0.3611
4.71,-0.4687
4.72,-1.2112
4.73,-1.2557
4.74,-0.8566
4.75,0.1589
4.76,0.9745
4.77,1.3307
4.78,1.0557
4.79,0.3636
4.8,-0.2518
4.81,-0.6416
4.82,-0.3889
4.83,0.2882
4.84,0.6672
4.85,1.0975
4.86,1.1781
4.87,0.4259
4.88,-0.3085
4.89,-0.9618
4.9,-1.3218
4.91,-0.6314
4.92,-0.1386
4.93,0.3067
4.94,0.4275
4.95,0.2985
4.96,-0.4506
4.97,-1.2333
4.98,-1.0654
4.99,-0.5948
