time_sec,signal
2.53,0.7721
2.54,0.5034
2.55,-0.0579
2.56,-0.5903
2.57,-1.0176
2.58,-0.7573
2.59,-0.4386
2.6,-0.0621
2.61,0.4692
2.62,0.9479
2.63,0.7982
2.64,0.4647
2.65,0.0853
2.66,-0.7368
2.67,-0.762
2.68,-1.116
2.69,-0.3892
2.7,-0.0404
2.71,0.6095
2.72,0.9135
2.73,0.9807
2.74,0.5472
2.75,-0.1566
2.76,-0.7692
2.77,-0.8223
2.78,-0.961
2.79,-0.4814
2.8,-0.1759
2.81,0.5881
2.82,0.9685
2.83,0.9015
2.84,0.4466
2.85,0.0695
2.86,-0.5121
2.87,-0.8005
2.88,-1.1179
2.89,-0.772
2.9,0.0534
2.91,0.6379
2.92,0.8206
2.93,1.0165
2.94,0.7355
2.95,-0.0314
2.96,-0.7475
2.97,-0.7789
2.98,-1.1457
2.99,-0.439
3.0,-0.1445
3.01,0.5115
3.02,1.0351
3.03,1.096
3.04,0.4617
3.05,-0.1863
3.06,-0.7796
3.07,-0.9245
3.08,-0.9197
3.09,-0.4223
3.1,-0.0009
3.11,0.5966
3.12,1.081
3.13,1.0606
3.14,0.5562
3.15,0.0783
3.16,-0.6259
3.17,-1.1242
3.18,-0.8791
3.19,-0.5502
3.2,0.1973
3.21,0.6515
3.22,0.8132
3.23,1.059
3.24,0.6073
3.25,-0.1668
3.26,-0.5989
3.27,-0.7927
3.28,-0.9003
3.29,-0.617
3.3,-0.1963
3.31,0.6555
3.32,1.1457
3.33,1.0944
3.34,0.4751
3.35,-0.1515
3.36,-0.5989
3.37,-1.0409
3.38,-0.9235
3.39,-0.6075
3.4,0.0977
3.41,0.7569
3.42,0.8974
3.43,1.05
3.44,0.6657
3.45,-0.1421
3.46,-0.484
3.47,-1.0338
3.48,-0.9281
3.49,-0.5885
3.5,0.0678
3.51,0.7438
3.52,1.1165
3.53,0.7721
3.54,0.4006
3.55,-0.1758
3.56,-0.4345
3.57,-0.8764
3.58,-0.9038
3.59,-0.6322
3.6,-0.075
3.61,0.6278
3.62,1.1341
3.63,1.085
3.64,0.6314
3.65,-0.0735
3.66,-0.4083
3.67,-0.8599
3.68,-0.9631
3.69,-0.7212
3.7,0.1865
3.71,0.4345
3.72,1.1326
3.73,0.8167
3.74,0.7085
3.75,-0.0092
3.76,-0.4765
3.77,-0.97
3.78,-1.0423
3.79,-0.4859
3.8,-0.0664
3.81,0.4997
3.82,0.9998
3.83,1.0114
3.84,0.7086
3.85,0.04
3.86,-0.44
3.87,-0.8608
3.88,-1.1449
3.89,-0.7273
3.9,0.133
3.91,0.6217
3.92,1.1416
3.93,0.8495
3.94,0.5427
3.95,-0.0495
3.96,-0.4792
3.97,-1.0573
3.98,-0.9705
3.99,-0.5124
4.0,-0.0714
4.01,0.495
4.02,0.814
4.03,1.1193
4.04,0.6931
4.05,0.1132
4.06,-0.6724
4.07,-1.0948
4.08,-0.7948
4.09,-0.3907
4.1,-0.1412
4.11,0.7779
4.12,1.07
4.13,0.9702
4.14,0.6986
4.15,-0.0
4.16,-0.574
4.17,-0.9351
4.18,-0.9572
4.19,-0.6351
4.2,0.1151
4.21,0.6767
4.22,1.144
4.23,0.8748
4.24,0.4108
4.25,-0.0418
4.26,-0.5044
4.27,-0.7807
4.28,-0.9165
4.29,-0.784
4.3,-0.046
4.31,0.604
4.32,0.9655
4.33,0.8931
4.34,0.4128
4.35,-0.0407
4.36,-0.5794
4.37,-1.0472
4.38,-0.8177
4.39,-0.6594
4.4,0.0025
4.41,0.4685
4.42,0.8361
4.43,0.7879
4.44,0.7101
4.45,-0.0841
4.46,-0.5566
4.47,-1.0075
4.48,-0.8392
4.49,-0.445
4.5,-0.1015
4.51,0.7568
4.52,0.9484
4.53,1.0976
4.54,0.5365
4.55,-0.0146
4.56,-0.7551
4.57,-1.0247
4.58,-1.1389
4.59,-0.6756
4.6,0.0429
4.61,0.4254
4.62,0.8329
4.63,1.0994
4.64,0.614
4.65,0.0347
4.66,-0.7024
4.67,-0.7809
4.68,-1.0391
4.69,-0.7489
4.7,-0.0213
4.71,0.625
4.72,0.9945
4.73,0.8034
4.74,0.7253
4.75,-0.0645
4.76,-0.3899
4.77,-0.9998
4.78,-1.14
4.79,-0.7739
4.8,-0.0521
4.81,0.67
4.82,0.9458
4.83,1.0893
4.84,0.7457
4.85,0.1452
4.86,-0.5318
4.87,-0.7822
4.88,-0.8685
4.89,-0.7518
4.9,-0.0725
4.91,0.4811
4.92,0.787
4.93,1.1194
4.94,0.5904
4.95,-0.1269
4.96,-0.4479
4.97,-1.0027
4.98,-1.057
4.99,-0.4995
